id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
2559,0.505,0.125,0.646,1,0,0,8
2560,0.5,0.12,0.5895,0,1,1,9
2561,0.45,0.105,0.447,1,0,1,9
2562,0.57,0.135,0.8435,0,1,0,8
2563,0.585,0.155,0.9145,0,0,0,11
2564,0.475,0.115,0.4995,1,0,1,10
2565,0.575,0.155,1.0605,0,0,0,9
2566,0.63,0.175,1.1625,0,0,0,9
2567,0.34,0.09,0.2205,1,0,1,6
2568,0.3,0.075,0.106,1,0,1,6
2569,0.675,0.175,1.3555,0,0,2,9
2570,0.52,0.125,0.6615,1,0,0,8
2571,0.2,0.025,0.036,1,0,1,4
2572,0.445,0.13,0.56,1,0,1,14
2573,0.61,0.15,1.077,0,1,0,8
2574,0.36,0.1,0.219,0,1,1,8
2575,0.63,0.16,1.2255,0,0,2,9
2576,0.66,0.2,1.4335,0,1,2,16
2577,0.335,0.09,0.1875,1,0,1,7
2578,0.6,0.135,1.059,1,0,0,11
2579,0.625,0.135,0.927,0,1,0,11
2580,0.59,0.16,1.122,0,0,0,10
2581,0.645,0.2,1.637,0,0,2,13
2582,0.515,0.145,0.9365,0,1,0,15
2583,0.57,0.16,0.9035,0,0,0,10
2584,0.63,0.175,1.1155,0,1,0,10
2585,0.63,0.145,1.1255,1,0,0,8
2586,0.59,0.16,1.073,0,1,0,15
2587,0.58,0.18,1.3135,0,0,2,13
2588,0.335,0.09,0.197,0,1,1,7
2589,0.385,0.09,0.2175,1,0,1,9
2590,0.64,0.175,1.527,0,0,2,13
2591,0.595,0.15,1.0315,0,1,0,10
2592,0.61,0.16,1.1415,0,1,0,9
2593,0.57,0.175,0.9945,0,1,0,13
2594,0.46,0.12,0.49,0,1,1,10
2595,0.48,0.135,0.553,0,1,1,8
2596,0.45,0.11,0.5305,1,0,1,7
2597,0.61,0.185,1.247,0,1,2,19
2598,0.725,0.165,1.527,0,0,2,11
2599,0.74,0.18,1.6245,0,0,2,14
2600,0.55,0.145,1.0465,0,1,0,13
2601,0.555,0.14,0.9685,0,0,0,9
2602,0.505,0.12,0.6355,1,0,0,9
2603,0.615,0.17,0.9215,0,1,0,9
2604,0.555,0.17,0.9705,0,1,0,13
2605,0.55,0.155,0.869,0,0,0,9
2606,0.515,0.165,0.7555,0,1,0,13
2607,0.645,0.175,1.3725,0,0,2,9
2608,0.585,0.16,1.0475,0,1,0,29
2609,0.23,0.055,0.0545,1,0,1,4
2610,0.37,0.09,0.2555,1,0,1,7
2611,0.63,0.145,1.1055,0,1,0,11
2612,0.645,0.175,1.3355,0,0,2,11
2613,0.39,0.105,0.259,1,0,1,8
2614,0.56,0.155,1.0775,0,1,0,12
2615,0.66,0.185,1.371,0,0,2,9
2616,0.695,0.2,1.566,0,0,2,14
2617,0.555,0.135,0.7525,0,1,0,8
2618,0.625,0.165,1.097,0,1,0,17
2619,0.31,0.085,0.1295,1,0,1,7
2620,0.575,0.14,0.939,0,1,0,9
2621,0.6,0.155,1.0385,0,0,0,10
2622,0.56,0.16,0.906,0,1,0,9
2623,0.45,0.115,0.4495,0,1,1,7
2624,0.435,0.105,0.369,0,1,1,10
2625,0.545,0.175,0.8425,0,0,0,14
2626,0.525,0.16,0.776,0,1,0,9
2627,0.695,0.165,1.6525,0,1,2,10
2628,0.575,0.155,0.927,0,1,0,12
2629,0.555,0.135,0.9235,0,1,0,9
2630,0.54,0.145,0.983,0,1,0,8
2631,0.54,0.16,0.677,0,0,0,9
2632,0.505,0.105,0.6315,1,0,0,14
2633,0.65,0.19,1.4465,0,0,2,12
2634,0.525,0.14,0.6765,0,0,0,13
2635,0.495,0.12,0.5805,1,0,1,9
2636,0.575,0.15,0.8295,0,1,0,9
2637,0.67,0.175,1.4005,0,1,2,12
2638,0.61,0.155,1.0285,0,1,0,11
2639,0.68,0.195,1.71,0,0,2,16
2640,0.54,0.155,0.8115,0,1,0,13
2641,0.615,0.165,1.2635,0,1,2,11
2642,0.395,0.1,0.239,1,0,1,7
2643,0.235,0.045,0.049,1,0,1,7
2644,0.42,0.1,0.3095,1,0,1,7
2645,0.715,0.205,1.8265,0,0,2,11
2646,0.255,0.065,0.079,1,0,1,5
2647,0.575,0.125,0.8215,1,0,0,8
2648,0.73,0.205,1.8185,0,1,2,13
2649,0.59,0.15,0.9235,0,1,0,8
2650,0.615,0.17,1.1315,0,1,0,10
2651,0.145,0.025,0.0105,1,0,1,3
2652,0.695,0.195,1.6305,0,1,2,10
2653,0.495,0.15,0.83,0,1,0,11
2654,0.56,0.16,0.973,0,1,0,10
2655,0.545,0.13,0.8395,0,1,0,9
2656,0.505,0.135,0.609,0,0,0,9
2657,0.415,0.095,0.3675,1,0,1,7
2658,0.255,0.065,0.081,1,0,1,3
2659,0.61,0.155,1.0925,0,0,0,11
2660,0.6,0.15,1.247,0,1,2,9
2661,0.525,0.13,0.6965,0,0,0,10
2662,0.53,0.115,0.6335,1,0,0,8
2663,0.485,0.14,0.6175,0,1,0,25
2664,0.505,0.135,0.7845,0,0,0,10
2665,0.515,0.1,0.5705,1,0,1,8
2666,0.67,0.175,1.539,0,0,2,11
2667,0.505,0.125,0.573,0,1,1,9
2668,0.335,0.08,0.1905,1,0,1,8
2669,0.58,0.155,0.8565,0,1,0,12
2670,0.415,0.11,0.335,1,0,1,8
2671,0.685,0.19,1.496,0,0,2,17
2672,0.61,0.23,1.1105,0,0,0,10
2673,0.73,0.2,2.017,0,0,2,14
2674,0.565,0.14,0.849,0,1,0,10
2675,0.515,0.135,0.6025,0,1,0,10
2676,0.52,0.14,0.6355,0,0,0,7
2677,0.575,0.16,1.0375,1,0,0,11
2678,0.63,0.195,1.527,0,1,2,13
2679,0.575,0.18,1.052,0,1,0,14
2680,0.28,0.075,0.1195,1,0,1,5
2681,0.575,0.145,0.9565,0,0,0,9
2682,0.31,0.075,0.1195,1,0,1,9
2683,0.44,0.11,0.4425,1,0,1,10
2684,0.57,0.13,0.7805,0,1,0,9
2685,0.295,0.08,0.101,1,0,1,5
2686,0.675,0.195,1.6385,0,1,2,11
2687,0.55,0.14,0.7665,1,0,0,8
2688,0.55,0.14,0.879,1,0,0,8
2689,0.52,0.14,0.6555,0,1,0,7
2690,0.475,0.14,0.5565,0,1,1,10
2691,0.66,0.17,1.523,0,0,2,12
2692,0.6,0.155,1.13,0,1,0,9
2693,0.585,0.18,0.99,0,0,0,9
2694,0.67,0.17,1.34,0,1,2,9
2695,0.61,0.145,1.0715,0,1,0,15
2696,0.335,0.075,0.18,1,0,1,6
2697,0.55,0.13,0.8085,0,0,0,13
2698,0.625,0.175,1.2435,0,1,2,9
2699,0.56,0.15,0.9275,0,1,0,8
2700,0.36,0.095,0.2865,0,1,1,7
2701,0.505,0.11,0.5805,0,1,1,10
2702,0.55,0.165,0.955,0,1,0,14
2703,0.58,0.155,1.1835,0,1,0,18
2704,0.55,0.14,0.957,0,1,0,12
2705,0.3,0.075,0.1145,1,0,1,5
2706,0.185,0.04,0.028,1,0,1,4
2707,0.5,0.14,0.6615,1,0,0,9
2708,0.565,0.145,0.879,0,0,0,15
2709,0.605,0.195,1.078,0,1,0,16
2710,0.535,0.135,0.873,0,1,0,11
2711,0.59,0.155,1.0805,0,1,0,9
2712,0.545,0.165,0.853,0,1,0,16
2713,0.565,0.15,0.9055,0,1,0,10
2714,0.575,0.16,1.0725,0,0,0,9
2715,0.6,0.185,1.103,0,1,0,12
2716,0.515,0.12,0.657,0,1,0,8
2717,0.595,0.13,0.9995,0,1,0,13
2718,0.525,0.135,0.7055,1,0,0,8
2719,0.595,0.15,1.092,0,1,0,14
2720,0.55,0.15,0.7615,0,1,0,9
2721,0.46,0.105,0.4385,1,0,1,7
2722,0.465,0.135,0.4495,0,1,1,7
2723,0.58,0.135,0.939,0,1,0,9
2724,0.36,0.095,0.232,1,0,1,6
2725,0.44,0.11,0.38,1,0,1,7
2726,0.595,0.175,1.368,0,0,2,10
2727,0.585,0.165,1.1245,0,0,0,12
2728,0.585,0.13,0.9685,0,1,0,16
2729,0.61,0.15,1.1415,0,0,0,10
2730,0.55,0.125,0.873,0,1,0,9
2731,0.53,0.135,0.631,1,0,0,8
2732,0.45,0.105,0.4285,1,0,1,9
2733,0.47,0.12,0.466,1,0,1,9
2734,0.59,0.15,0.9815,0,1,0,11
2735,0.525,0.135,0.7305,1,0,0,11
2736,0.515,0.125,0.599,0,1,0,15
2737,0.71,0.205,1.859,0,1,2,14
2738,0.65,0.21,1.238,0,0,2,12
2739,0.605,0.165,0.9885,0,1,0,17
2740,0.645,0.15,1.2765,0,0,2,9
2741,0.48,0.135,0.611,0,1,0,8
2742,0.32,0.07,0.1115,1,0,1,5
2743,0.645,0.19,1.5105,0,1,2,11
2744,0.275,0.05,0.0995,1,0,1,6
2745,0.61,0.13,1.1185,0,1,0,10
2746,0.58,0.14,0.872,0,1,0,10
2747,0.585,0.15,0.922,0,1,0,11
2748,0.61,0.175,1.1805,0,0,0,11
2749,0.59,0.155,1.0155,0,1,0,10
2750,0.55,0.14,0.7405,1,0,0,8
2751,0.545,0.125,0.7405,0,0,0,9
2752,0.335,0.095,0.2225,1,0,1,8
2753,0.41,0.08,0.3045,1,0,1,7
2754,0.665,0.18,1.527,0,1,2,14
2755,0.465,0.11,0.476,1,0,1,8
2756,0.62,0.17,1.2265,0,0,2,11
2757,0.6,0.15,1.0305,0,0,0,8
2758,0.65,0.175,1.2695,0,0,2,11
2759,0.57,0.15,0.907,0,1,0,10
2760,0.375,0.1,0.2825,0,1,1,7
2761,0.62,0.16,1.494,0,1,2,16
2762,0.525,0.15,0.658,0,1,0,8
2763,0.6,0.155,1.09,0,1,0,11
2764,0.4,0.11,0.3515,1,0,1,7
2765,0.525,0.135,0.738,0,1,0,11
2766,0.44,0.11,0.4265,1,0,1,8
2767,0.45,0.11,0.3975,1,0,1,8
2768,0.58,0.14,0.923,0,1,0,16
2769,0.53,0.13,0.633,0,1,0,8
2770,0.59,0.145,0.892,0,1,0,11
2771,0.595,0.15,1.1325,0,0,0,10
2772,0.225,0.055,0.0305,1,0,1,5
2773,0.56,0.16,1.2215,0,0,2,15
2774,0.525,0.145,0.8435,0,0,0,9
2775,0.46,0.115,0.4155,1,0,1,7
2776,0.545,0.175,0.99,0,0,0,19
2777,0.57,0.165,0.8915,0,0,0,17
2778,0.47,0.11,0.393,1,0,1,9
2779,0.53,0.155,0.874,1,0,0,9
2780,0.48,0.125,0.4775,1,0,1,8
2781,0.53,0.135,0.6275,1,0,0,9
2782,0.585,0.15,0.9765,0,0,0,11
2783,0.67,0.165,1.6195,0,0,2,13
2784,0.515,0.14,0.578,1,0,1,8
2785,0.575,0.155,0.9775,0,1,0,12
2786,0.6,0.16,1.1285,0,1,0,11
2787,0.51,0.13,0.6975,1,0,0,9
2788,0.705,0.175,1.5105,0,1,2,10
2789,0.53,0.12,0.575,1,0,1,10
2790,0.275,0.075,0.1195,1,0,1,7
2791,0.615,0.155,1.027,0,0,0,14
2792,0.605,0.19,0.913,1,0,0,9
2793,0.555,0.15,0.712,1,0,0,9
2794,0.255,0.07,0.073,1,0,1,5
2795,0.49,0.13,0.5275,0,1,1,10
2796,0.49,0.125,0.5805,0,1,1,9
2797,0.425,0.1,0.2875,1,0,1,6
2798,0.71,0.215,1.839,0,0,2,10
2799,0.58,0.155,0.9585,0,1,0,10
2800,0.66,0.205,1.8995,0,0,2,16
2801,0.435,0.105,0.3595,1,0,1,9
2802,0.48,0.13,0.658,0,0,0,23
2803,0.585,0.155,1.079,0,0,0,10
2804,0.655,0.175,1.6275,0,1,2,16
2805,0.6,0.14,0.8495,0,0,0,9
2806,0.44,0.105,0.3095,1,0,1,7
2807,0.58,0.125,1.065,0,0,0,9
2808,0.605,0.175,1.053,0,1,0,10
2809,0.635,0.175,1.4385,0,1,2,9
2810,0.695,0.23,2.003,0,1,2,10
2811,0.435,0.1,0.3725,1,0,1,8
2812,0.275,0.06,0.0725,1,0,1,5
2813,0.52,0.13,0.5825,1,0,1,11
2814,0.58,0.165,1.0515,0,0,0,15
2815,0.505,0.15,0.6835,0,1,0,7
2816,0.635,0.155,1.3305,0,1,2,10
2817,0.72,0.215,1.931,0,1,2,11
2818,0.265,0.07,0.0935,1,0,1,6
2819,0.775,0.21,2.3305,0,1,2,12
2820,0.58,0.13,0.8605,1,0,0,16
2821,0.575,0.155,0.807,1,0,0,9
2822,0.53,0.14,0.681,0,1,0,8
2823,0.5,0.155,0.7805,1,0,0,9
2824,0.63,0.17,1.0465,1,0,0,17
2825,0.62,0.165,1.065,0,0,0,11
2826,0.615,0.17,1.1785,0,0,0,10
2827,0.565,0.125,0.9155,1,0,0,9
2828,0.51,0.14,0.5735,1,0,1,8
2829,0.595,0.16,1.129,0,0,0,19
2830,0.51,0.12,0.5605,1,0,1,7
2831,0.31,0.07,0.19,1,0,1,6
2832,0.325,0.075,0.151,1,0,1,6
2833,0.58,0.125,0.781,1,0,0,9
2834,0.615,0.155,1.0295,0,1,0,8
2835,0.645,0.16,1.229,0,0,2,9
2836,0.59,0.135,0.9,0,0,0,8
2837,0.58,0.145,0.9445,0,0,0,10
2838,0.58,0.175,0.974,0,0,0,11
2839,0.6,0.175,1.273,0,0,2,9
2840,0.51,0.17,0.6615,0,0,0,9
2841,0.625,0.15,1.1635,0,0,0,9
2842,0.375,0.1,0.2345,1,0,1,7
2843,0.39,0.09,0.241,0,0,1,8
2844,0.49,0.135,0.6385,0,1,0,9
2845,0.565,0.17,0.895,0,1,0,10
2846,0.555,0.16,0.9265,0,0,0,12
2847,0.53,0.14,0.5895,1,0,0,8
2848,0.625,0.15,1.0385,0,1,0,9
2849,0.33,0.075,0.1795,1,0,1,6
2850,0.625,0.13,0.925,0,1,0,13
2851,0.605,0.175,1.3865,0,0,2,12
2852,0.375,0.105,0.2535,1,0,1,10
2853,0.53,0.14,0.6765,1,0,0,9
2854,0.35,0.08,0.2255,1,0,1,8
2855,0.485,0.12,0.488,1,0,1,8
2856,0.585,0.155,0.975,0,0,0,12
2857,0.37,0.115,0.2215,1,0,1,10
2858,0.255,0.06,0.0615,1,0,1,5
2859,0.58,0.17,1.082,0,1,0,12
2860,0.56,0.14,0.9885,0,0,0,10
2861,0.605,0.165,1.098,0,0,0,9
2862,0.565,0.155,0.955,1,0,0,9
2863,0.64,0.175,1.4385,0,0,2,9
2864,0.565,0.15,0.9595,0,1,0,11
2865,0.55,0.145,0.889,0,0,0,12
2866,0.315,0.075,0.1545,1,0,1,7
2867,0.385,0.085,0.2505,1,0,1,7
2868,0.585,0.16,0.9585,0,0,0,12
2869,0.495,0.155,0.8725,0,1,0,12
2870,0.57,0.165,0.9555,0,0,0,16
2871,0.53,0.125,0.717,1,0,0,8
2872,0.415,0.11,0.384,0,0,1,7
2873,0.405,0.11,0.379,1,0,1,8
2874,0.545,0.125,0.931,0,0,0,11
2875,0.64,0.175,1.388,0,1,2,9
2876,0.59,0.15,0.9775,1,0,0,9
2877,0.55,0.15,0.9085,0,1,0,13
2878,0.54,0.135,0.923,0,1,0,10
2879,0.52,0.115,0.6275,1,0,0,9
2880,0.635,0.19,1.3545,0,0,2,13
2881,0.59,0.16,0.991,0,1,0,12
2882,0.42,0.1,0.2805,1,0,1,9
2883,0.54,0.17,0.9705,0,0,0,13
2884,0.575,0.135,0.844,0,1,0,9
2885,0.525,0.14,0.7665,0,1,0,9
2886,0.565,0.145,0.898,0,0,0,8
2887,0.45,0.115,0.3685,1,0,1,8
2888,0.58,0.15,0.8395,0,1,0,9
2889,0.46,0.16,0.5055,0,1,1,10
2890,0.61,0.155,1.0045,0,0,0,9
2891,0.52,0.14,0.753,0,1,0,13
2892,0.595,0.175,1.221,0,1,2,14
2893,0.34,0.09,0.233,0,1,1,6
2894,0.385,0.1,0.2665,1,0,1,7
2895,0.59,0.16,1.1605,0,1,0,13
2896,0.275,0.06,0.102,1,0,1,5
2897,0.515,0.145,0.6335,0,0,0,10
2898,0.525,0.135,0.8215,1,0,0,8
2899,0.67,0.175,1.523,0,1,2,9
2900,0.495,0.125,0.584,0,0,1,10
2901,0.675,0.18,1.541,0,0,2,10
2902,0.395,0.085,0.27,0,1,1,7
2903,0.415,0.1,0.3625,1,0,1,7
2904,0.45,0.1,0.4785,1,0,1,8
2905,0.36,0.075,0.198,1,0,1,6
2906,0.61,0.165,1.1785,0,1,0,9
2907,0.58,0.14,0.9285,0,0,0,10
2908,0.57,0.16,1.0615,0,0,0,11
2909,0.52,0.13,0.7155,0,0,0,13
2910,0.37,0.1,0.2815,0,0,1,9
2911,0.56,0.15,0.8665,1,0,0,9
2912,0.58,0.14,1.0105,0,0,0,10
2913,0.705,0.165,1.496,0,1,2,10
2914,0.69,0.17,1.7885,0,1,2,11
2915,0.72,0.195,1.7185,0,1,2,12
2916,0.44,0.11,0.4935,0,0,1,9
2917,0.425,0.1,0.3265,1,0,1,7
2918,0.615,0.14,1.049,0,1,0,11
2919,0.51,0.135,0.6125,0,1,0,8
2920,0.475,0.12,0.479,1,0,1,9
2921,0.61,0.15,1.1785,0,1,0,10
2922,0.625,0.17,1.2075,0,0,2,11
2923,0.45,0.105,0.4285,1,0,1,8
2924,0.61,0.175,1.1345,0,1,0,13
2925,0.475,0.13,0.4515,0,0,1,7
2926,0.6,0.155,0.9355,0,0,0,10
2927,0.255,0.07,0.0645,0,1,1,5
2928,0.495,0.135,0.6295,1,0,0,9
2929,0.405,0.09,0.3415,0,0,1,7
2930,0.475,0.135,0.542,0,1,1,10
2931,0.47,0.12,0.4775,1,0,1,11
2932,0.46,0.12,0.462,1,0,1,9
2933,0.52,0.145,0.6625,1,0,0,8
2934,0.565,0.165,0.8465,0,0,0,12
2935,0.37,0.09,0.216,1,0,1,6
2936,0.655,0.185,1.3835,0,1,2,16
2937,0.58,0.15,1.01,0,1,0,9
2938,0.37,0.095,0.2725,1,0,1,8
2939,0.54,0.17,0.6555,0,0,0,18
2940,0.535,0.19,0.989,0,1,0,18
2941,0.625,0.2,1.3765,0,0,2,12
2942,0.475,0.12,0.4645,0,1,1,9
2943,0.36,0.09,0.1985,1,0,1,6
2944,0.55,0.165,0.8295,0,1,0,16
2945,0.61,0.17,1.1345,0,1,0,10
2946,0.665,0.185,1.644,0,1,2,13
2947,0.58,0.175,0.974,0,1,0,13
2948,0.575,0.13,0.9595,0,1,0,9
2949,0.585,0.125,0.9855,0,1,0,9
2950,0.68,0.175,1.6115,0,0,2,11
2951,0.485,0.135,0.6325,0,0,0,14
2952,0.425,0.115,0.3595,1,0,1,8
2953,0.265,0.07,0.096,1,0,1,5
2954,0.59,0.13,1.027,0,0,0,9
2955,0.375,0.095,0.2885,1,0,1,6
2956,0.57,0.15,0.909,0,1,0,10
2957,0.555,0.14,0.895,1,0,0,9
2958,0.59,0.14,0.9275,0,1,0,8
2959,0.53,0.145,0.879,0,1,0,10
2960,0.545,0.145,0.742,1,0,0,11
2961,0.395,0.09,0.3245,0,1,1,11
2962,0.575,0.145,0.9685,0,0,0,12
2963,0.55,0.15,1.082,0,0,0,17
2964,0.553,0.165,1.043,0,1,0,16
2965,0.61,0.145,1.079,0,1,0,10
2966,0.395,0.095,0.2755,1,0,1,7
2967,0.365,0.11,0.2225,1,0,1,7
2968,0.28,0.07,0.1155,1,0,1,4
2969,0.385,0.09,0.252,0,1,1,7
2970,0.425,0.11,0.4155,1,0,1,7
2971,0.45,0.135,0.4745,1,0,1,7
2972,0.6,0.145,1.056,0,0,0,8
2973,0.575,0.14,0.873,0,1,0,9
2974,0.46,0.1,0.4155,0,1,1,11
2975,0.505,0.125,0.651,1,0,0,9
2976,0.68,0.215,1.7825,0,1,2,13
2977,0.405,0.095,0.2825,1,0,1,7
2978,0.415,0.09,0.3335,1,0,1,7
2979,0.325,0.07,0.147,1,0,1,6
2980,0.18,0.045,0.038,1,0,1,4
2981,0.485,0.12,0.5785,0,0,1,14
2982,0.56,0.16,0.8155,0,0,0,8
2983,0.545,0.14,0.858,1,0,0,11
2984,0.65,0.195,1.281,0,0,2,9
2985,0.515,0.135,0.6475,0,0,0,8
2986,0.485,0.12,0.5155,1,0,1,9
2987,0.47,0.145,0.587,1,0,1,8
2988,0.525,0.125,0.5785,1,0,1,9
2989,0.72,0.17,1.5815,0,0,2,11
2990,0.15,0.035,0.0265,1,0,1,4
2991,0.335,0.09,0.18,1,0,1,7
2992,0.515,0.14,0.7155,0,1,0,10
2993,0.475,0.1,0.4475,1,0,1,7
2994,0.54,0.125,0.806,0,1,0,8
2995,0.645,0.17,1.3485,0,1,2,16
2996,0.59,0.16,1.073,0,0,0,10
2997,0.68,0.17,1.6225,0,0,2,10
2998,0.345,0.085,0.1735,1,0,1,6
2999,0.585,0.145,0.944,0,1,0,9
3000,0.62,0.155,1.137,0,0,0,10
3001,0.45,0.12,0.378,1,0,1,8
3002,0.565,0.155,0.9395,0,1,0,9
3003,0.375,0.095,0.219,1,0,1,6
3004,0.645,0.195,1.3415,0,0,2,21
3005,0.455,0.1,0.384,0,1,1,8
3006,0.51,0.125,0.7035,1,0,0,9
3007,0.575,0.13,0.8085,0,0,0,9
3008,0.68,0.175,1.539,0,1,2,9
3009,0.54,0.14,0.8815,0,1,0,9
3010,0.58,0.14,0.8765,0,0,0,12
3011,0.595,0.15,1.0535,0,0,0,10
3012,0.395,0.085,0.258,1,0,1,8
3013,0.545,0.165,0.8935,1,0,0,16
3014,0.365,0.085,0.1875,1,0,1,6
3015,0.255,0.055,0.0385,1,0,1,6
3016,0.515,0.165,0.955,0,1,0,20
3017,0.525,0.145,0.764,1,0,0,8
3018,0.695,0.195,1.7585,0,0,2,12
3019,0.565,0.14,0.85,0,0,0,11
3020,0.535,0.13,0.74,0,0,0,7
3021,0.49,0.125,0.5805,1,0,1,8
3022,0.62,0.155,1.2255,0,1,2,9
3023,0.625,0.145,1.0095,0,1,0,10
3024,0.5,0.14,0.6785,1,0,0,9
3025,0.34,0.085,0.2015,0,1,1,2
3026,0.235,0.07,0.079,1,0,1,6
3027,0.595,0.155,1.12,0,1,0,12
3028,0.545,0.12,0.578,1,0,1,9
3029,0.545,0.145,0.7125,1,0,0,9
3030,0.625,0.175,1.0705,1,0,0,13
3031,0.635,0.17,1.2355,0,0,2,9
3032,0.55,0.14,0.791,1,0,0,10
3033,0.51,0.135,0.6335,0,1,0,8
3034,0.505,0.14,0.6025,1,0,0,9
3035,0.6,0.165,1.0145,0,1,0,9
3036,0.405,0.09,0.314,1,0,1,8
3037,0.58,0.155,0.8665,0,0,0,14
3038,0.415,0.12,0.451,1,0,1,9
3039,0.295,0.06,0.1195,1,0,1,5
3040,0.53,0.125,0.8935,0,1,0,23
3041,0.365,0.075,0.2205,1,0,1,7
3042,0.405,0.1,0.301,1,0,1,7
3043,0.495,0.12,0.5755,1,0,1,8
3044,0.54,0.16,0.9455,1,0,0,14
3045,0.7,0.175,1.773,0,0,2,9
3046,0.73,0.18,2.2305,0,1,2,11
3047,0.695,0.185,1.4945,0,1,2,10
3048,0.69,0.185,1.626,0,1,2,18
3049,0.545,0.15,0.857,0,0,0,11
3050,0.53,0.15,0.7675,0,0,0,12
3051,0.53,0.13,0.711,0,1,0,9
3052,0.595,0.17,1.2035,0,0,0,10
3053,0.57,0.135,0.813,0,1,0,9
3054,0.615,0.14,1.043,0,0,0,8
3055,0.395,0.09,0.2855,1,0,1,6
3056,0.18,0.035,0.0345,1,0,1,4
3057,0.68,0.19,1.88,0,1,2,14
3058,0.505,0.18,0.8075,1,0,0,9
3059,0.39,0.1,0.2665,1,0,1,8
3060,0.685,0.19,1.67,0,1,2,10
3061,0.6,0.16,1.0145,0,1,0,9
3062,0.545,0.125,0.744,1,0,0,8
3063,0.375,0.085,0.1925,1,0,1,7
3064,0.52,0.17,0.8525,0,0,0,20
3065,0.605,0.165,1.136,0,0,0,11
3066,0.455,0.12,0.514,1,0,1,8
3067,0.255,0.065,0.0965,1,0,1,5
3068,0.47,0.125,0.45,1,0,1,8
3069,0.555,0.16,0.9585,0,1,0,10
3070,0.57,0.16,0.963,0,0,0,18
3071,0.585,0.155,1.013,0,1,0,10
3072,0.69,0.19,1.539,0,1,2,11
3073,0.615,0.195,1.1155,0,0,0,16
3074,0.465,0.11,0.633,1,0,0,8
3075,0.47,0.14,0.5795,0,0,1,12
3076,0.53,0.13,0.9125,0,1,0,9
3077,0.695,0.185,1.1345,0,1,0,14
3078,0.59,0.155,1.238,0,1,2,12
3079,0.475,0.11,0.4425,1,0,1,7
3080,0.555,0.135,0.879,0,1,0,9
3081,0.65,0.175,1.406,0,0,2,16
3082,0.525,0.13,0.8025,0,1,0,9
3083,0.425,0.115,0.3705,1,0,1,7
3084,0.54,0.165,0.702,0,0,0,9
3085,0.275,0.06,0.101,1,0,1,5
3086,0.52,0.16,0.7185,0,0,0,15
3087,0.61,0.155,1.012,1,0,0,9
3088,0.545,0.13,0.7145,1,0,0,9
3089,0.185,0.055,0.06,1,0,1,5
3090,0.455,0.115,0.4615,1,0,1,8
3091,0.175,0.06,0.0455,1,0,1,7
3092,0.53,0.14,0.6345,0,0,0,10
3093,0.545,0.125,0.6155,1,0,0,9
3094,0.485,0.125,0.5785,1,0,1,7
3095,0.62,0.2,1.4605,0,1,2,18
3096,0.53,0.145,0.874,0,0,0,9
3097,0.555,0.15,0.8395,0,1,0,8
3098,0.485,0.115,0.5425,1,0,1,8
3099,0.655,0.175,1.361,0,0,2,16
3100,0.625,0.16,1.148,0,1,0,11
3101,0.385,0.09,0.2465,0,1,1,12
3102,0.64,0.155,1.013,0,0,0,12
3103,0.375,0.11,0.2235,1,0,1,7
3104,0.77,0.215,2.0885,0,1,2,10
3105,0.33,0.085,0.17,1,0,1,7
3106,0.635,0.175,1.2875,0,0,2,9
3107,0.5,0.105,0.542,1,0,1,8
3108,0.575,0.135,0.938,0,0,0,9
3109,0.42,0.11,0.378,1,0,1,6
3110,0.54,0.125,0.7055,1,0,0,9
3111,0.675,0.185,1.4985,0,0,2,11
3112,0.575,0.16,0.906,0,1,0,13
3113,0.59,0.17,0.9555,0,1,0,20
3114,0.69,0.18,1.529,0,1,2,12
3115,0.525,0.13,0.6275,1,0,0,9
3116,0.66,0.185,1.3695,0,1,2,9
3117,0.405,0.095,0.271,1,0,1,6
3118,0.58,0.13,0.9795,0,0,0,8
3119,0.55,0.145,0.9845,1,0,0,13
3120,0.53,0.17,0.8915,0,1,0,13
3121,0.58,0.15,0.9595,0,1,0,13
3122,0.415,0.095,0.312,1,0,1,6
3123,0.415,0.09,0.3,1,0,1,5
3124,0.635,0.185,1.4085,0,1,2,11
3125,0.51,0.135,0.6955,1,0,0,13
3126,0.65,0.185,1.3655,0,1,2,20
3127,0.645,0.175,1.2615,0,1,2,9
3128,0.575,0.18,0.8775,0,1,0,10
3129,0.565,0.16,0.6335,0,1,0,9
3130,0.44,0.1,0.4075,1,0,1,6
3131,0.48,0.105,0.3695,1,0,1,5
3132,0.57,0.145,0.9585,0,1,0,9
3133,0.33,0.07,0.1365,1,0,1,7
3134,0.515,0.125,0.5805,1,0,1,7
3135,0.34,0.075,0.1875,1,0,1,5
3136,0.565,0.15,0.6355,0,0,0,12
3137,0.56,0.14,0.8205,0,0,0,10
3138,0.535,0.15,0.7485,1,0,0,8
3139,0.575,0.18,0.9335,0,1,0,17
3140,0.3,0.055,0.1115,1,0,1,6
3141,0.505,0.145,0.5745,0,1,1,8
3142,0.59,0.23,0.923,0,0,0,16
3143,0.565,0.145,0.8875,1,0,0,8
3144,0.565,0.16,0.9205,0,1,0,14
3145,0.415,0.11,0.3625,1,0,1,8
3146,0.57,0.135,0.898,0,1,0,11
3147,0.315,0.075,0.1575,1,0,1,6
3148,0.66,0.19,1.5265,0,1,2,11
3149,0.55,0.125,0.741,1,0,0,14
